Code,Cost
43334 ,"$3,373.00 "
43335 ,"$5,471.00 "
43336 ,"$6,142.00 "
43338 ,$334.00 
43351 ,"$2,877.00 "
43352 ,"$3,813.00 "
43360 ,"$9,248.00 "
43361 ,"$11,004.0"
43400 ,"$6,219.00 "
43410 ,"$2,735.00 "
43415 ,"$10,547.0"
43420 ,"$3,006.00 "
43425 ,"$5,932.00 "
43450 ,$454.00 
43453 ,$738.00 
43460 ,$600.00 
43496 ,"$8,135.00 "
43500 ,"$2,798.00 "
43520 ,"$2,477.00 "
43605 ,"$2,952.00 "
43610 ,"$3,537.00 "
43611 ,"$3,318.00 "
43621 ,"$9,355.00 "
43622 ,"$9,450.00 "
43631 ,"$5,698.00 "
43632 ,"$5,527.00 "
43633 ,"$7,818.00 "
43640 ,"$3,162.00 "
43641 ,"$4,299.00 "
43644 ,"$7,198.00 "
43653 ,"$1,557.00 "
43752 ,$114.00 
43753 ,$61.00 
43756 ,$510.00 
43757 ,$781.00 
43760 ,"$1,137.00 "
43761 ,$326.00 
43762 ,$601.00 
43763 ,$845.00 
43770 ,"$4,042.00 "
43771 ,"$5,294.00 "
43772 ,"$2,585.00 "
43773 ,"$5,262.00 "
43774 ,"$2,609.00 "
43775 ,"$4,581.00 "
43800 ,"$3,349.00 "
43820 ,"$3,649.00 "
43825 ,"$5,428.00 "
43830 ,"$2,520.00 "
43831 ,"$1,632.00 "
43832 ,"$3,733.00 "
43840 ,"$5,550.00 "
43843 ,"$5,277.00 "
43846 ,"$6,608.00 "
43848 ,"$7,859.00 "
43855 ,"$7,008.00 "
43860 ,"$6,727.00 "
43870 ,"$2,572.00 "
43880 ,"$5,184.00 "
43886 ,$986.00 
43887 ,$887.00 
44005 ,"$3,950.00 "
44010 ,"$3,078.00 "
44015 ,$442.00 
44020 ,"$3,476.00 "
44021 ,"$2,643.00 "
44025 ,"$3,466.00 "
44050 ,"$3,365.00 "
44055 ,"$4,552.00 "
44110 ,"$2,286.00 "
44111 ,"$2,740.00 "
44120 ,"$5,040.00 "
44121 ,$656.00 
44125 ,"$4,860.00 "
44126 ,"$10,077.0"
44127 ,"$8,766.00 "
44130 ,"$4,907.00 "
44139 ,$330.00 
44140 ,"$5,530.00 "
44141 ,"$7,510.00 "
44143 ,"$6,850.00 "
44144 ,"$7,290.00 "
44145 ,"$6,820.00 "
44146 ,"$8,710.00 "
44147 ,"$7,936.00 "
44150 ,"$5,302.00 "
44155 ,"$6,072.00 "
44157 ,"$8,964.00 "
44158 ,"$7,429.00 "
44160 ,"$5,110.00 "
44180 ,"$3,310.00 "
44186 ,"$2,359.00 "
44187 ,"$3,544.00 "
44188 ,"$4,410.00 "
44202 ,"$4,612.00 "
44203 ,$550.00 
44204 ,"$5,228.00 "
44205 ,"$4,635.00 "
44206 ,"$7,195.00 "
44207 ,"$7,447.00 "
44208 ,"$6,647.00 "
44210 ,"$5,876.00 "
44211 ,"$8,930.00 "
44212 ,"$6,826.00 "
44213 ,$506.00 
44227 ,"$6,808.00 "
44300 ,"$3,033.00 "
44310 ,"$3,760.00 "
44312 ,"$1,604.00 "
44314 ,"$2,781.00 "
44320 ,"$4,330.00 "
44322 ,"$3,581.00 "
44340 ,"$1,682.00 "
44345 ,"$2,875.00 "
44346 ,"$3,200.00 "
44360 ,$590.00 
44361 ,$660.00 
44363 ,$531.00 
44364 ,$550.00 
44366 ,$960.00 
44369 ,"$1,030.00 "
44372 ,$975.00 
44373 ,$800.00 
44376 ,$850.00 
44377 ,$793.00 
44378 ,"$1,018.00 "
44379 ,"$1,099.00 "
44380 ,$536.00 
44381 ,$464.00 
44382 ,$776.00 
44384 ,$587.00 
44385 ,$667.00 
44386 ,$849.00 
44388 ,$858.00 
44389 ,$971.00 
44390 ,"$1,114.00 "
44391 ,"$1,862.00 "
44392 ,"$1,058.00 "
44394 ,"$1,074.00 "
44401 ,"$1,156.00 "
44403 ,$788.00 
44404 ,"$1,000.00 "
44405 ,"$1,491.00 "
44406 ,$612.00 
44500 ,$58.00 
44602 ,"$5,746.00 "
44603 ,"$4,391.00 "
44604 ,"$2,930.00 "
44605 ,"$5,361.00 "
44615 ,"$2,940.00 "
44620 ,"$2,343.00 "
44625 ,"$3,660.00 "
44626 ,"$6,590.00 "
44640 ,"$5,768.00 "
44650 ,"$4,868.00 "
44661 ,"$5,057.00 "
44680 ,"$3,794.00 "
44700 ,"$3,634.00 "
44701 ,$463.00 
44705 ,$310.00 
44800 ,"$2,158.00 "
44820 ,"$2,263.00 "
44850 ,"$2,044.00 "
44950 ,"$1,745.00 "
44955 ,$300.00 
44960 ,"$2,381.00 "
44970 ,"$1,629.00 "
45000 ,"$1,172.00 "
45005 ,$781.00 
45020 ,"$1,544.00 "
45100 ,$806.00 
45110 ,"$7,586.00 "
45112 ,"$7,686.00 "
45113 ,"$7,793.00 "
45119 ,"$7,946.00 "
45120 ,"$6,502.00 "
45121 ,"$5,676.00 "
45123 ,"$3,032.00 "
45126 ,"$11,460.0"
45130 ,"$2,992.00 "
45136 ,"$7,591.00 "
45160 ,"$3,708.00 "
45171 ,"$1,630.00 "
45172 ,"$2,886.00 "
45300 ,$231.00 
45305 ,$443.00 
45307 ,$593.00 
45309 ,$564.00 
45317 ,$596.00 
45330 ,$464.00 
45331 ,$643.00 
45332 ,$755.00 
45333 ,$877.00 
45334 ,$550.00 
45335 ,$706.00 
45337 ,$490.00 
45338 ,$788.00 
45340 ,"$1,108.00 "
45341 ,$585.00 
45342 ,$675.00 
45346 ,$443.00 
45347 ,$443.00 
45349 ,$443.00 
45378 ,$961.00 
45379 ,"$1,226.00 "
45380 ,"$1,520.00 "
45381 ,"$1,122.00 "
45382 ,"$1,926.00 "
45384 ,"$1,136.00 "
45385 ,"$1,294.00 "
45386 ,"$1,743.00 "
45388 ,$765.00 
45389 ,$837.00 
45390 ,$893.00 
45391 ,$730.00 
45392 ,$875.00 
45393 ,"$1,071.00 "
45395 ,"$5,297.00 "
45397 ,"$8,800.00 "
45398 ,"$1,785.00 "
45400 ,"$4,027.00 "
45500 ,"$1,067.00 "
45505 ,"$1,606.00 "
45540 ,"$3,908.00 "
45550 ,"$4,847.00 "
45560 ,"$2,454.00 "
45562 ,"$3,047.00 "
45563 ,"$5,038.00 "
45800 ,"$5,089.00 "
45820 ,"$5,215.00 "
45900 ,$601.00 
45905 ,"$1,203.00 "
45910 ,"$1,629.00 "
45915 ,$922.00 
45990 ,$286.00 
46020 ,$755.00 
46030 ,$385.00 
46040 ,"$1,472.00 "
46045 ,"$1,179.00 "
46050 ,$584.00 
46060 ,"$1,296.00 "
46080 ,$547.00 
46083 ,$515.00 
46200 ,"$1,234.00 "
46220 ,$609.00 
46221 ,$735.00 
46230 ,$610.00 
46250 ,"$1,269.00 "
46255 ,"$1,386.00 "
46260 ,"$1,292.00 "
46270 ,"$1,403.00 "
46275 ,"$1,478.00 "
46280 ,"$1,277.00 "
46285 ,"$1,470.00 "
46288 ,"$1,485.00 "
46320 ,$527.00 
46505 ,$700.00 
46600 ,$288.00 
46601 ,$382.00 
46604 ,"$1,561.00 "
46606 ,$620.00 
46607 ,$536.00 
46608 ,$716.00 
46611 ,$409.00 
46614 ,$393.00 
46615 ,$429.00 
46700 ,"$1,767.00 "
46705 ,"$1,522.00 "
46715 ,"$1,489.00 "
46716 ,"$3,301.00 "
46730 ,"$7,436.00 "
46740 ,"$8,913.00 "
46742 ,"$10,134.0"
46750 ,"$2,691.00 "
46900 ,$607.00 
46910 ,$689.00 
46916 ,$652.00 
46917 ,"$1,143.00 "
46922 ,$782.00 
46924 ,"$1,433.00 "
46930 ,$536.00 
46940 ,$657.00 
46945 ,$897.00 
46946 ,"$1,012.00 "
46948 ,"$1,132.00 "
47000 ,$884.00 
26 ,$537.00 
47001 ,$295.00 
47010 ,"$3,282.00 "
47015 ,"$4,155.00 "
47100 ,"$3,041.00 "
47120 ,"$9,478.00 "
47122 ,"$11,481.0"
47125 ,"$8,362.00 "
47130 ,"$11,138.0"
47133 ,"$5,566.00 "
47135 ,"$19,900.0"
47141 ,"$17,584.0"
47142 ,"$14,000.0"
47143 ,"$1,600.00 "
47144 ,"$1,600.00 "
47145 ,"$1,600.00 "
47146 ,$892.00 
47147 ,"$1,040.00 "
47300 ,"$4,029.00 "
47350 ,"$3,714.00 "
47360 ,"$5,750.00 "
47361 ,"$9,752.00 "
47362 ,"$3,942.00 "
47370 ,"$5,145.00 "
47380 ,"$4,912.00 "
47382 ,"$2,613.00 "
47383 ,"$18,361.0"
47400 ,"$8,649.00 "
47420 ,"$3,733.00 "
47490 ,"$1,184.00 "
47525 ,"$1,812.00 "
47531 ,$946.00 
47532 ,"$2,014.00 "
47533 ,"$3,394.00 "
47534 ,"$4,183.00 "
47535 ,"$2,805.00 "
47536 ,"$2,070.00 "
47537 ,"$1,024.00 "
47538 ,"$3,500.00 "
47540 ,"$4,400.00 "
47541 ,"$3,082.00 "
47542 ,"$1,312.00 "
47543 ,"$3,374.00 "
47544 ,"$2,061.00 "
47550 ,$448.00 
47552 ,$775.00 
47555 ,$882.00 
47562 ,"$2,083.00 "
47563 ,"$2,310.00 "
47564 ,"$4,037.00 "
47600 ,"$2,903.00 "
47605 ,"$3,055.00 "
47610 ,"$3,525.00 "
47612 ,"$5,153.00 "
47701 ,"$7,085.00 "
47711 ,"$5,001.00 "
47712 ,"$6,456.00 "
47715 ,"$3,619.00 "
47720 ,"$4,124.00 "
47760 ,"$6,117.00 "
47765 ,"$12,413.0"
47780 ,"$6,719.00 "
47785 ,"$8,832.00 "
47800 ,"$6,413.00 "
47999 ,$615.00 
48020 ,"$3,202.00 "
48100 ,"$2,444.00 "
48102 ,"$1,147.00 "
48105 ,"$9,512.00 "
48120 ,"$3,938.00 "
48140 ,"$4,928.00 "
48145 ,"$22,550.0"
48148 ,"$5,177.00 "
48150 ,"$10,227.0"
48153 ,"$10,236.0"
48154 ,"$7,898.00 "
48155 ,"$5,669.00 "
48160 ,"$12,860.0"
48500 ,"$4,029.00 "
48510 ,"$3,924.00 "
48520 ,"$3,902.00 "
48540 ,"$5,331.00 "
48545 ,"$5,464.00 "
48548 ,"$6,781.00 "
48550 ,"$5,251.00 "
48551 ,$615.00 
48552 ,$674.00 
48554 ,"$6,933.00 "
48556 ,"$4,555.00 "
49000 ,"$2,780.00 "
49002 ,"$3,770.00 "
49010 ,"$2,504.00 "
49013 ,"$1,132.00 "
49014 ,$936.00 
49020 ,"$4,978.00 "
49040 ,"$3,554.00 "
49060 ,"$3,216.00 "
49062 ,"$2,363.00 "
49082 ,$542.00 
49083 ,$798.00 
49084 ,$295.00 
49180 ,$412.00 
49185 ,"$2,989.00 "
49203 ,"$4,930.00 "
49204 ,"$6,300.00 "
49205 ,"$7,292.00 "
49215 ,"$7,067.00 "
49250 ,"$1,592.00 "
49255 ,"$2,848.00 "
49320 ,$889.00 
49321 ,"$1,015.00 "
49322 ,"$1,400.00 "
49323 ,"$2,276.00 "
49324 ,"$1,056.00 "
49325 ,"$1,127.00 "
49326 ,$530.00 
49400 ,$426.00 
49402 ,"$2,838.00 "
49405 ,"$2,173.00 "
49406 ,$497.00 
49407 ,"$1,836.00 "
49411 ,"$1,278.00 "
49418 ,"$3,707.00 "
49419 ,"$1,166.00 "
49421 ,$877.00 
49422 ,$968.00 
49423 ,"$1,349.00 "
49424 ,$380.00 
49425 ,"$2,594.00 "
49429 ,"$1,220.00 "
49435 ,$326.00 
49440 ,"$2,041.00 "
49441 ,"$2,416.00 "
49442 ,"$2,644.00 "
49446 ,"$2,131.00 "
49450 ,"$1,401.00 "
49451 ,"$1,487.00 "
49452 ,"$2,257.00 "
49460 ,"$1,482.00 "
49465 ,$312.00 
49491 ,"$2,161.00 "
49495 ,"$1,108.00 "
49496 ,"$1,665.00 "
49500 ,"$1,181.00 "
49501 ,"$1,642.00 "
49505 ,"$1,413.00 "
49507 ,"$2,090.00 "
49520 ,"$1,757.00 "
49521 ,"$2,269.00 "
49525 ,"$1,556.00 "
49540 ,"$2,423.00 "
49550 ,"$1,598.00 "
49553 ,"$1,712.00 "
49557 ,"$2,602.00 "
49560 ,"$2,660.00 "
49561 ,"$2,673.00 "
49565 ,"$2,268.00 "
49566 ,"$2,701.00 "
49568 ,$727.00 
49570 ,"$1,129.00 "
49572 ,"$1,403.00 "
49580 ,$903.00 
49582 ,"$1,283.00 "
49585 ,"$1,207.00 "
49587 ,"$1,291.00 "
49590 ,"$1,554.00 "
49600 ,"$2,607.00 "
49605 ,"$20,206.0"
49606 ,"$3,593.00 "
49610 ,"$2,453.00 "
49650 ,"$1,164.00 "
49651 ,"$1,516.00 "
49652 ,"$3,349.00 "
49653 ,"$3,773.00 "
49654 ,"$3,349.00 "
49655 ,"$3,773.00 "
49656 ,"$3,555.00 "
49657 ,"$3,587.00 "
49900 ,"$2,940.00 "
49904 ,"$5,815.00 "
49905 ,$960.00 
49906 ,"$4,247.00 "
50060 ,"$3,439.00 "
50080 ,"$3,486.00 "
50081 ,"$5,317.00 "
50130 ,"$3,732.00 "
50200 ,"$1,496.00 "
50205 ,"$2,730.00 "
50220 ,"$3,282.00 "
50225 ,"$4,861.00 "
50230 ,"$5,283.00 "
50234 ,"$5,272.00 "
50236 ,"$6,017.00 "
50240 ,"$5,404.00 "
50280 ,"$3,428.00 "
50300 ,"$2,418.00 "
50320 ,"$4,760.00 "
50323 ,$494.00 
50325 ,$509.00 
50327 ,$618.00 
50328 ,$515.00 
50329 ,$490.00 
50340 ,"$2,709.00 "
50360 ,"$7,189.00 "
50365 ,"$11,669.0"
50370 ,"$3,265.00 "
50380 ,"$7,809.00 "
50382 ,"$2,952.00 "
50384 ,"$2,306.00 "
50385 ,"$2,984.00 "
50386 ,"$2,034.00 "
50387 ,"$1,664.00 "
50389 ,$748.00 
50390 ,$258.00 
50391 ,$348.00 
50395 ,$430.00 
50396 ,$301.00 
50400 ,"$3,621.00 "
50405 ,"$5,764.00 "
50430 ,"$1,323.00 "
50431 ,$720.00 
50432 ,"$2,144.00 "
50433 ,"$2,886.00 "
50434 ,"$2,285.00 "
50435 ,"$1,199.00 "
50436 ,$394.00 
50437 ,$679.00 
50500 ,"$5,249.00 "
50520 ,"$3,689.00 "
50541 ,"$3,246.00 "
50542 ,"$4,812.00 "
50543 ,"$4,926.00 "
50544 ,"$5,037.00 "
50545 ,"$5,418.00 "
50546 ,"$4,392.00 "
50547 ,"$6,600.00 "
50548 ,"$5,155.00 "
50551 ,$884.00 
50553 ,"$1,065.00 "
50555 ,"$1,060.00 "
50557 ,"$1,069.00 "
50561 ,"$3,344.00 "
50562 ,"$1,808.00 "
50574 ,$901.00 
50575 ,"$3,509.00 "
50576 ,"$1,975.00 "
50580 ,"$2,196.00 "
50590 ,"$3,250.00 "
50592 ,"$1,200.00 "
50593 ,"$1,600.00 "
50605 ,"$3,299.00 "
50650 ,"$3,726.00 "
50660 ,"$4,701.00 "
50684 ,$468.00 
50686 ,$391.00 
50688 ,$238.00 
50690 ,$404.00 
50693 ,"$2,686.00 "
50694 ,"$2,958.00 "
50695 ,"$3,580.00 "
50705 ,"$4,128.00 "
50706 ,"$1,942.00 "
50715 ,"$3,508.00 "
50727 ,"$2,500.00 "
50728 ,"$1,683.00 "
50740 ,"$3,527.00 "
50750 ,"$4,759.00 "
50760 ,"$4,661.00 "
50780 ,"$3,500.00 "
50782 ,"$4,238.00 "
50783 ,"$4,636.00 "
50785 ,"$4,907.00 "
50815 ,"$5,014.00 "
50820 ,"$5,351.00 "
50825 ,"$7,150.00 "
50830 ,"$7,436.00 "
50845 ,"$4,830.00 "
50860 ,"$3,478.00 "
50930 ,"$4,443.00 "
50947 ,"$5,555.00 "
50948 ,"$5,241.00 "
50957 ,"$1,104.00 "
50961 ,"$1,016.00 "
50970 ,$985.00 
51020 ,"$1,238.00 "
51040 ,"$1,507.00 "
51050 ,"$2,003.00 "
51065 ,"$1,486.00 "
51080 ,"$1,098.00 "
51100 ,$191.00 
51101 ,$311.00 
51102 ,$706.00 
51500 ,"$2,299.00 "
51525 ,"$3,074.00 "
51530 ,"$2,806.00 "
51550 ,"$2,820.00 "
51555 ,"$5,181.00 "
51565 ,"$5,317.00 "
51575 ,"$7,218.00 "
51590 ,"$7,700.00 "
51595 ,"$8,907.00 "
51596 ,"$9,456.00 "
51597 ,"$9,196.00 "
51600 ,$493.00 
51610 ,$408.00 
51700 ,$220.00 
51701 ,$155.00 
51702 ,$204.00 
51703 ,$353.00 
51705 ,$284.00 
51710 ,$404.00 
51715 ,"$1,029.00 "
51720 ,$285.00 
26 ,$197.00 
26 ,$250.00 
26 ,$282.00 
26 ,$690.00 
26 ,$340.00 
26 ,$165.00 
26 ,$210.00 
26 ,$225.00 
26 ,$233.00 
51798 ,$42.00 
26 ,$48.00 
51800 ,"$3,740.00 "
51820 ,"$3,895.00 "
51860 ,"$2,690.00 "
51865 ,"$3,240.00 "
51880 ,"$1,348.00 "
51900 ,"$2,997.00 "
51940 ,"$6,779.00 "
51960 ,"$6,378.00 "
51980 ,"$3,403.00 "
52000 ,$550.00 
52001 ,$933.00 
52005 ,$780.00 
52007 ,"$1,117.00 "
52204 ,"$1,251.00 "
52214 ,"$3,067.00 "
52224 ,"$2,903.00 "
52234 ,$998.00 
52235 ,$845.00 
52240 ,"$2,263.00 "
52260 ,$630.00 
52265 ,"$1,207.00 "
52270 ,$897.00 
52275 ,"$1,528.00 "
52276 ,"$1,140.00 "
52277 ,$856.00 
52281 ,$802.00 
52287 ,$860.00 
52290 ,$625.00 
52300 ,"$1,340.00 "
52301 ,$725.00 
52310 ,$770.00 
52315 ,"$1,114.00 "
52317 ,"$2,655.00 "
52318 ,"$2,186.00 "
52320 ,$636.00 
52327 ,$672.00 
52330 ,"$1,246.00 "
52332 ,"$1,270.00 "
52334 ,$641.00 
52341 ,$752.00 
52342 ,$798.00 
52343 ,$911.00 
52344 ,$963.00 
52345 ,"$1,015.00 "
52346 ,"$1,159.00 "
52351 ,$794.00 
52352 ,$933.00 
52353 ,"$3,545.00 "
52354 ,"$2,130.00 "
52355 ,"$2,500.00 "
52356 ,"$1,116.00 "
52400 ,"$1,199.00 "
52402 ,$677.00 
52441 ,$590.00 
52442 ,$197.00 
52450 ,"$2,420.00 "
52500 ,"$1,863.00 "
52601 ,"$3,113.00 "
52630 ,"$2,916.00 "
52640 ,"$1,646.00 "
52648 ,"$8,787.00 "
52649 ,"$2,903.00 "
52700 ,"$1,136.00 "
53000 ,$381.00 
53010 ,"$1,730.00 "
53020 ,$361.00 
53025 ,$387.00 
53040 ,"$1,191.00 "
53060 ,$468.00 
53200 ,$420.00 
53210 ,"$2,820.00 "
53215 ,"$2,782.00 "
53220 ,"$1,255.00 "
53230 ,"$2,190.00 "
53240 ,"$1,130.00 "
53260 ,$530.00 
53275 ,$673.00 
53400 ,"$2,329.00 "
53405 ,"$3,713.00 "
53410 ,"$2,865.00 "
53415 ,"$4,037.00 "
53420 ,"$3,781.00 "
53425 ,"$3,352.00 "
53430 ,"$2,823.00 "
53431 ,"$4,745.00 "
53440 ,"$2,708.00 "
53442 ,"$2,827.00 "
53445 ,"$5,477.00 "
53446 ,"$2,027.00 "
53447 ,"$2,611.00 "
53449 ,"$2,209.00 "
53450 ,$984.00 
53460 ,"$1,153.00 "
53500 ,"$2,687.00 "
53502 ,"$1,290.00 "
53505 ,"$1,241.00 "
53520 ,"$1,643.00 "
53600 ,$210.00 
53601 ,$208.00 
53660 ,$181.00 
53661 ,$180.00 
53665 ,$100.00 
53854 ,"$4,690.00 "
54001 ,$475.00 
54050 ,$340.77 
54056 ,$371.00 
54057 ,$532.00 
54060 ,$450.00 
54065 ,$584.00 
54100 ,$528.00 
54105 ,$692.00 
54110 ,"$2,555.00 "
54111 ,"$3,328.00 "
54115 ,"$1,129.00 "
54120 ,"$2,012.00 "
54125 ,"$2,913.00 "
54130 ,"$4,927.00 "
54150 ,$410.00 
54160 ,$577.00 
54161 ,$677.00 
54162 ,$670.00 
54163 ,$629.00 
54164 ,$498.00 
54200 ,$267.00 
54220 ,"$1,065.00 "
54230 ,$507.00 
54235 ,$248.00 
54300 ,"$2,237.00 "
54304 ,"$2,695.00 "
54308 ,"$3,993.00 "
54312 ,"$4,662.00 "
54322 ,"$2,436.00 "
54324 ,"$3,142.00 "
54326 ,"$4,411.00 "
54328 ,"$3,872.00 "
54332 ,"$3,872.00 "
54336 ,"$4,900.00 "
54340 ,"$1,635.00 "
54344 ,"$3,279.00 "
54360 ,"$2,536.00 "
54380 ,"$2,895.00 "
54400 ,"$1,397.00 "
54405 ,"$3,708.00 "
54406 ,"$2,614.00 "
54408 ,"$2,828.00 "
54410 ,"$2,602.00 "
54415 ,"$1,551.00 "
54416 ,"$2,555.00 "
54430 ,"$2,616.00 "
54435 ,"$1,072.00 "
54437 ,"$2,431.00 "
54440 ,"$2,411.00 "
54450 ,$250.00 
54505 ,$734.00 
54512 ,"$1,271.00 "
54520 ,"$1,186.00 "
54522 ,"$2,127.00 "
54530 ,"$1,796.00 "
54550 ,"$1,628.00 "
54560 ,"$2,470.00 "
54600 ,"$1,559.00 "
54620 ,"$1,134.00 "
54640 ,"$1,519.00 "
54650 ,"$2,517.00 "
54660 ,$919.00 
54670 ,"$1,047.00 "
54680 ,"$2,778.00 "
54690 ,"$2,374.00 "
54692 ,"$2,779.00 "
54700 ,$576.00 
54830 ,"$1,157.00 "
54840 ,"$2,133.00 "
54900 ,"$2,892.00 "
55000 ,$303.00 
55040 ,"$1,163.00 "
55041 ,"$2,048.00 "
55060 ,"$1,375.00 "
55100 ,$599.00 
55110 ,"$1,235.00 "
55120 ,$941.00 
55150 ,"$1,361.00 "
55175 ,"$1,467.00 "
55180 ,"$2,000.00 "
55250 ,"$1,237.00 "
55400 ,"$5,200.00 "
55450 ,$178.00 
55500 ,"$1,223.00 "
55520 ,"$1,230.00 "
55530 ,"$1,573.00 "
55550 ,"$1,066.00 "
55600 ,"$1,092.00 "
55680 ,$927.00 
55700 ,$625.00 
55705 ,$944.00 
55706 ,$944.00 
55801 ,"$3,953.00 "
55810 ,"$5,421.00 "
55821 ,"$3,127.00 "
55840 ,"$5,432.00 "
55842 ,"$4,818.00 "
55845 ,"$6,883.00 "
55866 ,"$6,807.00 "
55873 ,"$2,730.00 "
55874 ,"$9,491.00 "
55875 ,"$2,690.00 "
26 ,"$2,690.00 "
55876 ,$552.00 
55880 ,"$2,573.00 "
55920 ,"$1,065.00 "
56405 ,$344.00 
56420 ,$417.00 
56440 ,$525.00 
56441 ,$440.00 
56442 ,$127.00 
56501 ,$417.14 
56515 ,$600.00 
56605 ,$243.00 
56606 ,$130.00 
56620 ,"$1,575.00 "
56625 ,"$1,660.00 "
56630 ,"$3,390.00 "
56631 ,"$4,290.00 "
56632 ,"$5,780.00 "
56633 ,"$3,425.00 "
56634 ,"$5,380.00 "
56700 ,$550.00 
56740 ,$800.00 
56800 ,$615.00 
56805 ,"$4,000.00 "
56810 ,$900.00 
56820 ,$300.00 
56821 ,$390.00 
57000 ,$520.00 
57020 ,$250.00 
57022 ,$500.00 
57061 ,$378.00 
57065 ,$530.00 
57100 ,$240.00 
57105 ,$380.00 
57106 ,"$1,387.00 "
57110 ,"$3,300.00 "
57120 ,"$1,900.00 "
57130 ,$480.00 
57135 ,$520.00 
57155 ,"$1,638.00 "
57156 ,$586.00 
57160 ,$200.00 
57170 ,$221.00 
57180 ,$390.00 
57200 ,$800.00 
57210 ,"$1,031.00 "
57220 ,"$1,200.00 "
57230 ,"$1,104.00 "
57240 ,"$2,130.00 "
57250 ,"$2,130.00 "
57260 ,"$2,720.00 "
57265 ,"$3,006.00 "
57267 ,$670.00 
57280 ,"$3,410.00 "
57282 ,"$2,900.00 "
57283 ,"$2,775.00 "
57285 ,"$2,366.00 "
57287 ,"$2,490.00 "
57288 ,"$2,825.00 "
57291 ,"$3,639.00 "
57292 ,"$2,850.00 "
57295 ,"$2,900.00 "
57296 ,"$3,356.00 "
57300 ,"$1,675.00 "
57307 ,"$3,715.00 "
57310 ,"$1,375.00 "
57311 ,"$1,575.00 "
57320 ,"$2,471.00 "
57330 ,"$2,736.00 "
57335 ,"$4,845.00 "
57400 ,$350.00 
57410 ,$375.00 
57415 ,$500.00 
57420 ,$337.00 
57421 ,$420.00 
57425 ,"$3,460.00 "
57426 ,"$3,025.00 "
57452 ,$290.00 
57454 ,$400.00 
57455 ,$380.00 
57456 ,$360.00 
57460 ,$740.00 
57461 ,$900.00 
57465 ,$149.00 
57500 ,$340.00 
57505 ,$290.00 
57510 ,$350.00 
57511 ,$350.00 
57513 ,$410.00 
57520 ,$825.00 
57522 ,$700.00 
57530 ,"$1,050.00 "
57540 ,"$2,750.00 "
57550 ,"$1,100.00 "
57555 ,"$1,750.00 "
57558 ,$320.00 
57700 ,$950.00 
57720 ,$925.00 
57800 ,$170.00 
58100 ,$290.00 
58110 ,$130.00 
58120 ,$690.00 
58140 ,"$3,270.00 "
58145 ,"$1,600.00 "
58146 ,"$4,650.00 "
58150 ,"$3,630.00 "
58180 ,"$3,420.00 "
58200 ,"$5,640.00 "
58210 ,"$7,590.00 "
58240 ,"$12,050.0"
58260 ,"$2,930.00 "
58262 ,"$3,260.00 "
58263 ,"$3,275.00 "
58267 ,"$3,475.00 "
58270 ,"$3,000.00 "
58275 ,"$3,490.00 "
58290 ,"$4,650.00 "
58291 ,"$5,080.00 "
58300 ,$255.00 
58301 ,$271.00 
58322 ,$211.00 
58340 ,$620.00 
58345 ,$771.00 
58350 ,$280.00 
58353 ,"$2,520.00 "
58520 ,"$2,850.00 "
58541 ,"$2,600.00 "
58542 ,"$2,920.00 "
58544 ,"$3,200.00 "
58545 ,"$3,200.00 "
58546 ,"$2,950.00 "
58548 ,"$7,820.00 "
58550 ,"$3,110.00 "
58552 ,"$3,500.00 "
58554 ,"$5,360.00 "
58555 ,"$1,000.00 "
58558 ,"$3,535.00 "
58559 ,$890.00 
58560 ,"$1,010.00 "
58561 ,"$2,300.00 "
58562 ,"$1,090.00 "
58563 ,"$5,643.00 "
58565 ,"$5,150.00 "
58570 ,"$2,825.00 "
58571 ,"$3,220.00 "
58572 ,"$3,660.00 "
58573 ,"$4,980.00 "
58575 ,"$7,750.00 "
58605 ,"$1,225.00 "
58611 ,$600.00 
58660 ,"$2,400.00 "
58661 ,"$2,320.00 "
58662 ,"$2,520.00 "
58670 ,$909.00 
58671 ,"$1,225.00 "
58674 ,"$2,918.00 "
58679 ,"$4,210.00 "
58700 ,"$2,790.00 "
58720 ,"$2,660.00 "
58740 ,"$3,110.00 "
58800 ,$774.00 
58805 ,"$1,128.00 "
58825 ,"$2,460.00 "
58900 ,"$1,200.00 "
58925 ,"$2,680.00 "
58940 ,"$1,458.00 "
58943 ,"$4,250.00 "
58950 ,"$4,100.00 "
58951 ,"$5,990.00 "
58952 ,"$6,790.00 "
58953 ,"$8,370.00 "
58954 ,"$9,090.00 "
58956 ,"$5,680.00 "
58957 ,"$6,570.00 "
59000 ,$340.00 
59001 ,$525.00 
59012 ,$850.00 
59015 ,$420.00 
59025 ,$130.00 
26 ,$100.00 
59051 ,$110.00 
59120 ,"$2,860.00 "
59130 ,"$3,400.00 "
59150 ,"$2,770.00 "
59151 ,"$2,700.00 "
59160 ,$625.00 
59200 ,$210.00 
59300 ,$520.00 
59320 ,$850.00 
59325 ,$900.00 
59400 ,"$5,730.00 "
59409 ,"$2,900.00 "
59410 ,"$3,720.00 "
59412 ,$600.00 
59414 ,$600.00 
59425 ,"$1,300.00 "
59426 ,"$2,930.00 "
59430 ,$560.00 
59510 ,"$6,350.00 "
59514 ,"$3,270.00 "
59515 ,"$4,000.00 "
59525 ,"$1,320.00 "
59610 ,"$6,030.00 "
59612 ,"$3,270.00 "
